Freq.	V(mc)	V(mm)
7.78090289988560e+001	(-8.21955025084707e+001dB,5.04541464653319e+001°)	(-5.88736902028106e+001dB,5.04541464653319e+001°)
7.96214341106993e+001	(-8.20576865694879e+001dB,5.08965696911815e+001°)	(-5.87358742638279e+001dB,5.08965696911815e+001°)
8.14760555608224e+001	(-8.19182119225700e+001dB,5.13296866108138e+001°)	(-5.85963996169099e+001dB,5.13296866108138e+001°)
8.33738766940670e+001	(-8.17771256978663e+001dB,5.17532443542066e+001°)	(-5.84553133922062e+001dB,5.17532443542066e+001°)
8.53159037603184e+001	(-8.16344761693494e+001dB,5.21670019375810e+001°)	(-5.83126638636893e+001dB,5.21670019375810e+001°)
8.73031664480331e+001	(-8.14903126576119e+001dB,5.25707303467745e+001°)	(-5.81685003519518e+001dB,5.25707303467745e+001°)
8.93367184301925e+001	(-8.13446854352591e+001dB,5.29642125782038e+001°)	(-5.80228731295990e+001dB,5.29642125782038e+001°)
9.14176379229749e+001	(-8.11976456353685e+001dB,5.33472436403202e+001°)	(-5.78758333297085e+001dB,5.33472436403202e+001°)
9.35470282574395e+001	(-8.10492451634327e+001dB,5.37196305186678e+001°)	(-5.77274328577726e+001dB,5.37196305186678e+001°)
9.57260184645275e+001	(-8.08995366131453e+001dB,5.40811921078211e+001°)	(-5.75777243074853e+001dB,5.40811921078211e+001°)
9.79557638736891e+001	(-8.07485731863348e+001dB,5.44317591136004e+001°)	(-5.74267608806748e+001dB,5.44317591136004e+001°)
1.00237446725454e+002	(-8.05964086172897e+001dB,5.47711739290505e+001°)	(-5.72745963116296e+001dB,5.47711739290505e+001°)
1.02572276798273e+002	(-8.04430971016686e+001dB,5.50992904877081e+001°)	(-5.71212847960086e+001dB,5.50992904877081e+001°)
1.04961492049954e+002	(-8.02886932301300e+001dB,5.54159740976982e+001°)	(-5.69668809244699e+001dB,5.54159740976982e+001°)
1.07406359274050e+002	(-8.01332519267655e+001dB,5.57211012601701e+001°)	(-5.68114396211054e+001dB,5.57211012601701e+001°)
1.09908174771525e+002	(-7.99768283923709e+001dB,5.60145594755369e+001°)	(-5.66550160867108e+001dB,5.60145594755369e+001°)
1.12468265038070e+002	(-7.98194780525397e+001dB,5.62962470408952e+001°)	(-5.64976657468796e+001dB,5.62962470408952e+001°)
1.15087987467431e+002	(-7.96612565105215e+001dB,5.65660728419023e+001°)	(-5.63394442048614e+001dB,5.65660728419022e+001°)
1.17768731071118e+002	(-7.95022195047422e+001dB,5.68239561422597e+001°)	(-5.61804071990821e+001dB,5.68239561422597e+001°)
1.20511917214871e+002	(-7.93424228708486e+001dB,5.70698263738103e+001°)	(-5.60206105651885e+001dB,5.70698263738103e+001°)
1.23319000372296e+002	(-7.91819225080991e+001dB,5.73036229300965e+001°)	(-5.58601102024391e+001dB,5.73036229300965e+001°)
1.26191468896038e+002	(-7.90207743498946e+001dB,5.75252949660547e+001°)	(-5.56989620442345e+001dB,5.75252949660547e+001°)
1.29130845806931e+002	(-7.88590343382085e+001dB,5.77348012063419e+001°)	(-5.55372220325484e+001dB,5.77348012063419e+001°)
1.32138689601519e+002	(-7.86967584016554e+001dB,5.79321097645969e+001°)	(-5.53749460959954e+001dB,5.79321097645969e+001°)
1.35216595078396e+002	(-7.85340024369056e+001dB,5.81171979757431e+001°)	(-5.52121901312455e+001dB,5.81171979757431e+001°)
1.38366194183787e+002	(-7.83708222931389e+001dB,5.82900522432383e+001°)	(-5.50490099874788e+001dB,5.82900522432383e+001°)
1.41589156876827e+002	(-7.82072737592094e+001dB,5.84506679029698e+001°)	(-5.48854614535493e+001dB,5.84506679029698e+001°)
1.44887192014998e+002	(-7.80434125531771e+001dB,5.85990491052871e+001°)	(-5.47216002475171e+001dB,5.85990491052870e+001°)
1.48262048260183e+002	(-7.78792943138498e+001dB,5.87352087164518e+001°)	(-5.45574820081897e+001dB,5.87352087164518e+001°)
1.51715515005836e+002	(-7.77149745939659e+001dB,5.88591682405776e+001°)	(-5.43931622883058e+001dB,5.88591682405776e+001°)
1.55249423325738e+002	(-7.75505088546432e+001dB,5.89709577629158e+001°)	(-5.42286965489832e+001dB,5.89709577629158e+001°)
1.58865646944856e+002	(-7.73859524607056e+001dB,5.90706159151366e+001°)	(-5.40641401550455e+001dB,5.90706159151366e+001°)
1.62566103232819e+002	(-7.72213606765003e+001dB,5.91581898630380e+001°)	(-5.38995483708402e+001dB,5.91581898630380e+001°)
1.66352754220534e+002	(-7.70567886618123e+001dB,5.92337353169080e+001°)	(-5.37349763561523e+001dB,5.92337353169080e+001°)
1.70227607640475e+002	(-7.68922914674807e+001dB,5.92973165645478e+001°)	(-5.35704791618206e+001dB,5.92973165645478e+001°)
1.74192717991216e+002	(-7.67279240303220e+001dB,5.93490065267568e+001°)	(-5.34061117246619e+001dB,5.93490065267568e+001°)
1.78250187626749e+002	(-7.65637411669711e+001dB,5.93888868348625e+001°)	(-5.32419288613110e+001dB,5.93888868348625e+001°)
1.82402167871181e+002	(-7.63997975662481e+001dB,5.94170479296695e+001°)	(-5.30779852605880e+001dB,5.94170479296695e+001°)
1.86650860159398e+002	(-7.62361477796715e+001dB,5.94335891809864e+001°)	(-5.29143354740114e+001dB,5.94335891809864e+001°)
1.90998517204287e+002	(-7.60728462097420e+001dB,5.94386190266761e+001°)	(-5.27510339040819e+001dB,5.94386190266761e+001°)
1.95447444191162e+002	(-7.59099470956333e+001dB,5.94322551299638e+001°)	(-5.25881347899732e+001dB,5.94322551299638e+001°)
1.99999999999999e+002	(-7.57475044959371e+001dB,5.94146245535205e+001°)	(-5.24256921902770e+001dB,5.94146245535205e+001°)
2.04658598456150e+002	(-7.55855722681245e+001dB,5.93858639486321e+001°)	(-5.22637599624644e+001dB,5.93858639486322e+001°)
2.09425709610179e+002	(-7.54242040444038e+001dB,5.93461197575513e+001°)	(-5.21023917387437e+001dB,5.93461197575513e+001°)
2.14303861047521e+002	(-7.52634532036727e+001dB,5.92955484269227e+001°)	(-5.19416408980126e+001dB,5.92955484269227e+001°)
2.19295639228636e+002	(-7.51033728392864e+001dB,5.92343166299703e+001°)	(-5.17815605336263e+001dB,5.92343166299703e+001°)
2.24403690860392e+002	(-7.49440157223868e+001dB,5.91626014949340e+001°)	(-5.16222034167268e+001dB,5.91626014949340e+001°)
2.29630724299376e+002	(-7.47854342605692e+001dB,5.90805908370571e+001°)	(-5.14636219549092e+001dB,5.90805908370571e+001°)
2.34979510987905e+002	(-7.46276804516894e+001dB,5.89884833912384e+001°)	(-5.13058681460294e+001dB,5.89884833912384e+001°)
2.40452886923482e+002	(-7.44708058326531e+001dB,5.88864890422975e+001°)	(-5.11489935269930e+001dB,5.88864890422975e+001°)
2.46053754162476e+002	(-7.43148614230638e+001dB,5.87748290496419e+001°)	(-5.09930491174037e+001dB,5.87748290496419e+001°)
2.51785082358833e+002	(-7.41598976636480e+001dB,5.86537362629846e+001°)	(-5.08380853579879e+001dB,5.86537362629846e+001°)
2.57649910338626e+002	(-7.40059643494182e+001dB,5.85234553256417e+001°)	(-5.06841520437581e+001dB,5.85234553256417e+001°)
2.63651347711281e+002	(-7.38531105575836e+001dB,5.83842428618363e+001°)	(-5.05312982519236e+001dB,5.83842428618363e+001°)
2.69792576518330e+002	(-7.37013845702651e+001dB,5.82363676443662e+001°)	(-5.03795722646050e+001dB,5.82363676443662e+001°)
2.76076852920576e+002	(-7.35508337921241e+001dB,5.80801107389426e+001°)	(-5.02290214864640e+001dB,5.80801107389426e+001°)
2.82507508924550e+002	(-7.34015046630707e+001dB,5.79157656214955e+001°)	(-5.00796923574106e+001dB,5.79157656214955e+001°)
2.89087954149185e+002	(-7.32534425662679e+001dB,5.77436382647592e+001°)	(-4.99316302606078e+001dB,5.77436382647592e+001°)
2.95821677633641e+002	(-7.31066917317110e+001dB,5.75640471905100e+001°)	(-4.97848794260510e+001dB,5.75640471905100e+001°)
3.02712249687241e+002	(-7.29612951357146e+001dB,5.73773234839192e+001°)	(-4.96394828300545e+001dB,5.73773234839192e+001°)
3.09763323782495e+002	(-7.28172943966997e+001dB,5.71838107666259e+001°)	(-4.94954820910396e+001dB,5.71838107666259e+001°)
3.16978638492222e+002	(-7.26747296677298e+001dB,5.69838651253097e+001°)	(-4.93529173620697e+001dB,5.69838651253097e+001°)
3.24362019471785e+002	(-7.25336395263003e+001dB,5.67778549927662e+001°)	(-4.92118272206402e+001dB,5.67778549927662e+001°)
3.31917381487511e+002	(-7.23940608619382e+001dB,5.65661609787542e+001°)	(-4.90722485562781e+001dB,5.65661609787542e+001°)
3.39648730492348e+002	(-7.22560287622205e+001dB,5.63491756481923e+001°)	(-4.89342164565604e+001dB,5.63491756481923e+001°)
3.47560165749874e+002	(-7.21195763978639e+001dB,5.61273032446335e+001°)	(-4.87977640922038e+001dB,5.61273032446335e+001°)
3.55655882007783e+002	(-7.19847349075815e+001dB,5.59009593573347e+001°)	(-4.86629226019214e+001dB,5.59009593573347e+001°)
3.63940171721995e+002	(-7.18515332834347e+001dB,5.56705705306673e+001°)	(-4.85297209777746e+001dB,5.56705705306673e+001°)
3.72417427332572e+002	(-7.17199982574412e+001dB,5.54365738150710e+001°)	(-4.83981859517812e+001dB,5.54365738150710e+001°)
3.81092143592648e+002	(-7.15901541902164e+001dB,5.51994162592429e+001°)	(-4.82683418845563e+001dB,5.51994162592429e+001°)
3.89968919951608e+002	(-7.14620229624432e+001dB,5.49595543437598e+001°)	(-4.81402106567831e+001dB,5.49595543437598e+001°)
3.99052462993775e+002	(-7.13356238699675e+001dB,5.47174533568583e+001°)	(-4.80138115643074e+001dB,5.47174533568583e+001°)
4.08347588933904e+002	(-7.12109735233128e+001dB,5.44735867136289e+001°)	(-4.78891612176528e+001dB,5.44735867136289e+001°)
4.17859226170806e+002	(-7.10880857523942e+001dB,5.42284352204154e+001°)	(-4.77662734467341e+001dB,5.42284352204154e+001°)
4.27592417900445e+002	(-7.09669715171883e+001dB,5.39824862867375e+001°)	(-4.76451592115282e+001dB,5.39824862867375e+001°)
4.37552324789909e+002	(-7.08476388250843e+001dB,5.37362330875659e+001°)	(-4.75258265194243e+001dB,5.37362330875659e+001°)
4.47744227713666e+002	(-7.07300926555996e+001dB,5.34901736792698e+001°)	(-4.74082803499395e+001dB,5.34901736792698e+001°)
4.58173530553553e+002	(-7.06143348930912e+001dB,5.32448100730094e+001°)	(-4.72925225874311e+001dB,5.32448100730094e+001°)
4.68845763063983e+002	(-7.05003642680403e+001dB,5.30006472697697e+001°)	(-4.71785519623802e+001dB,5.30006472697697e+001°)
4.79766583803896e+002	(-7.03881763074175e+001dB,5.27581922615986e+001°)	(-4.70663640017574e+001dB,5.27581922615986e+001°)
4.90941783137004e+002	(-7.02777632945663e+001dB,5.25179530039325e+001°)	(-4.69559509889063e+001dB,5.25179530039325e+001°)
5.02377286301914e+002	(-7.01691142389666e+001dB,5.22804373641555e+001°)	(-4.68473019333065e+001dB,5.22804373641555e+001°)
5.14079156553771e+002	(-7.00622148561549e+001dB,5.20461520517332e+001°)	(-4.67404025504948e+001dB,5.20461520517332e+001°)
5.26053598379074e+002	(-6.99570475580001e+001dB,5.18156015353958e+001°)	(-4.66352352523400e+001dB,5.18156015353958e+001°)
5.38306960785381e+002	(-6.98535914534416e+001dB,5.15892869529133e+001°)	(-4.65317791477815e+001dB,5.15892869529133e+001°)
5.50845740667631e+002	(-6.97518223597180e+001dB,5.13677050189964e+001°)	(-4.64300100540580e+001dB,5.13677050189964e+001°)
5.63676586252888e+002	(-6.96517128240260e+001dB,5.11513469367945e+001°)	(-4.63299005183660e+001dB,5.11513469367945e+001°)
5.76806300625319e+002	(-6.95532321554714e+001dB,5.09406973183212e+001°)	(-4.62314198498114e+001dB,5.09406973183212e+001°)
5.90241845333275e+002	(-6.94563464670962e+001dB,5.07362331189469e+001°)	(-4.61345341614361e+001dB,5.07362331189469e+001°)
6.03990344080401e+002	(-6.93610187276945e+001dB,5.05384225908434e+001°)	(-4.60392064220345e+001dB,5.05384225908434e+001°)
6.18059086502716e+002	(-6.92672088230664e+001dB,5.03477242599665e+001°)	(-4.59453965174063e+001dB,5.03477242599665e+001°)
6.32455532033673e+002	(-6.91748736262980e+001dB,5.01645859308145e+001°)	(-4.58530613206380e+001dB,5.01645859308145e+001°)
6.47187313859254e+002	(-6.90839670766116e+001dB,4.99894437228226e+001°)	(-4.57621547709515e+001dB,4.99894437228226e+001°)
6.62262242965179e+002	(-6.89944402662829e+001dB,4.98227211418428e+001°)	(-4.56726279606228e+001dB,4.98227211418428e+001°)
6.77688312278402e+002	(-6.89062415350954e+001dB,4.96648281897342e+001°)	(-4.55844292294353e+001dB,4.96648281897342e+001°)
6.93473700905060e+002	(-6.88193165717755e+001dB,4.95161605146504e+001°)	(-4.54975042661154e+001dB,4.95161605146504e+001°)
7.09626778467148e+002	(-6.87336085218400e+001dB,4.93770986041726e+001°)	(-4.54117962161799e+001dB,4.93770986041726e+001°)
7.26156109540200e+002	(-6.86490581012814e+001dB,4.92480070230053e+001°)	(-4.53272457956213e+001dB,4.92480070230053e+001°)
7.43070458194342e+002	(-6.85656037155202e+001dB,4.91292336965369e+001°)	(-4.52437914098601e+001dB,4.91292336965369e+001°)
7.60378792641119e+002	(-6.84831815830640e+001dB,4.90211092411707e+001°)	(-4.51613692774039e+001dB,4.90211092411707e+001°)
7.78090289988558e+002	(-6.84017258633320e+001dB,4.89239463419684e+001°)	(-4.50799135576719e+001dB,4.89239463419684e+001°)
7.96214341106991e+002	(-6.83211687881255e+001dB,4.88380391778175e+001°)	(-4.49993564824655e+001dB,4.88380391778175e+001°)
8.14760555608222e+002	(-6.82414407962583e+001dB,4.87636628940392e+001°)	(-4.49196284905982e+001dB,4.87636628940392e+001°)
8.33738766940667e+002	(-6.81624706708890e+001dB,4.87010731221084e+001°)	(-4.48406583652289e+001dB,4.87010731221084e+001°)
8.53159037603181e+002	(-6.80841856791399e+001dB,4.86505055459512e+001°)	(-4.47623733734798e+001dB,4.86505055459512e+001°)
8.73031664480328e+002	(-6.80065117136201e+001dB,4.86121755141271e+001°)	(-4.46846994079600e+001dB,4.86121755141271e+001°)
8.93367184301922e+002	(-6.79293734355137e+001dB,4.85862776970950e+001°)	(-4.46075611298537e+001dB,4.85862776970950e+001°)
9.14176379229746e+002	(-6.78526944189315e+001dB,4.85729857886958e+001°)	(-4.45308821132714e+001dB,4.85729857886958e+001°)
9.35470282574392e+002	(-6.77763972962615e+001dB,4.85724522509664e+001°)	(-4.44545849906014e+001dB,4.85724522509664e+001°)
9.57260184645272e+002	(-6.77004039042925e+001dB,4.85848081014190e+001°)	(-4.43785915986324e+001dB,4.85848081014190e+001°)
9.79557638736888e+002	(-6.76246354309121e+001dB,4.86101627419821e+001°)	(-4.43028231252520e+001dB,4.86101627419821e+001°)
1.00237446725454e+003	(-6.75490125622139e+001dB,4.86486038288901e+001°)	(-4.42272002565538e+001dB,4.86486038288901e+001°)
1.02572276798272e+003	(-6.74734556298691e+001dB,4.87001971829326e+001°)	(-4.41516433242090e+001dB,4.87001971829326e+001°)
1.04961492049954e+003	(-6.73978847586362e+001dB,4.87649867396173e+001°)	(-4.40760724529762e+001dB,4.87649867396173e+001°)
1.07406359274050e+003	(-6.73222200138982e+001dB,4.88429945389631e+001°)	(-4.40004077082381e+001dB,4.88429945389630e+001°)
1.09908174771524e+003	(-6.72463815491177e+001dB,4.89342207548116e+001°)	(-4.39245692434577e+001dB,4.89342207548116e+001°)
1.12468265038069e+003	(-6.71702897531076e+001dB,4.90386437637219e+001°)	(-4.38484774474475e+001dB,4.90386437637219e+001°)
1.15087987467431e+003	(-6.70938653970024e+001dB,4.91562202536845e+001°)	(-4.37720530913423e+001dB,4.91562202536845e+001°)
1.17768731071117e+003	(-6.70170297808097e+001dB,4.92868853730578e+001°)	(-4.36952174751496e+001dB,4.92868853730578e+001°)
1.20511917214871e+003	(-6.69397048793991e+001dB,4.94305529202747e+001°)	(-4.36178925737390e+001dB,4.94305529202747e+001°)
1.23319000372296e+003	(-6.68618134877648e+001dB,4.95871155749964e+001°)	(-4.35400011821047e+001dB,4.95871155749964e+001°)
1.26191468896038e+003	(-6.67832793653717e+001dB,4.97564451714864e+001°)	(-4.34614670597116e+001dB,4.97564451714864e+001°)
1.29130845806930e+003	(-6.67040273793592e+001dB,4.99383930150438e+001°)	(-4.33822150736991e+001dB,4.99383930150438e+001°)
1.32138689601518e+003	(-6.66239836463468e+001dB,5.01327902423663e+001°)	(-4.33021713406867e+001dB,5.01327902423663e+001°)
1.35216595078396e+003	(-6.65430756725421e+001dB,5.03394482266957e+001°)	(-4.32212633668820e+001dB,5.03394482266957e+001°)
1.38366194183787e+003	(-6.64612324918178e+001dB,5.05581590285451e+001°)	(-4.31394201861577e+001dB,5.05581590285451e+001°)
1.41589156876827e+003	(-6.63783848013814e+001dB,5.07886958927051e+001°)	(-4.30565724957213e+001dB,5.07886958927051e+001°)
1.44887192014997e+003	(-6.62944650946230e+001dB,5.10308137920724e+001°)	(-4.29726527889629e+001dB,5.10308137920724e+001°)
1.48262048260183e+003	(-6.62094077906899e+001dB,5.12842500186513e+001°)	(-4.28875954850299e+001dB,5.12842500186513e+001°)
1.51715515005836e+003	(-6.61231493603016e+001dB,5.15487248218358e+001°)	(-4.28013370546416e+001dB,5.15487248218358e+001°)
1.55249423325738e+003	(-6.60356284472881e+001dB,5.18239420937913e+001°)	(-4.27138161416281e+001dB,5.18239420937913e+001°)
1.58865646944855e+003	(-6.59467859853101e+001dB,5.21095901014322e+001°)	(-4.26249736796500e+001dB,5.21095901014322e+001°)
1.62566103232819e+003	(-6.58565653091981e+001dB,5.24053422641291e+001°)	(-4.25347530035381e+001dB,5.24053422641291e+001°)
1.66352754220533e+003	(-6.57649122603378e+001dB,5.27108579758864e+001°)	(-4.24430999546777e+001dB,5.27108579758864e+001°)
1.70227607640474e+003	(-6.56717752855199e+001dB,5.30257834703185e+001°)	(-4.23499629798598e+001dB,5.30257834703185e+001°)
1.74192717991215e+003	(-6.55771055286808e+001dB,5.33497527263174e+001°)	(-4.22552932230207e+001dB,5.33497527263174e+001°)
1.78250187626748e+003	(-6.54808569149680e+001dB,5.36823884118668e+001°)	(-4.21590446093079e+001dB,5.36823884118668e+001°)
1.82402167871181e+003	(-6.53829862265886e+001dB,5.40233028630153e+001°)	(-4.20611739209285e+001dB,5.40233028630153e+001°)
1.86650860159397e+003	(-6.52834531699265e+001dB,5.43720990945872e+001°)	(-4.19616408642664e+001dB,5.43720990945872e+001°)
1.90998517204286e+003	(-6.51822204334556e+001dB,5.47283718387956e+001°)	(-4.18604081277955e+001dB,5.47283718387956e+001°)
1.95447444191161e+003	(-6.50792537360217e+001dB,5.50917086075296e+001°)	(-4.17574414303616e+001dB,5.50917086075296e+001°)
1.99999999999999e+003	(-6.49745218651237e+001dB,5.54616907737321e+001°)	(-4.16527095594636e+001dB,5.54616907737321e+001°)
2.04658598456150e+003	(-6.48679967048874e+001dB,5.58378946669683e+001°)	(-4.15461843992274e+001dB,5.58378946669683e+001°)
2.09425709610179e+003	(-6.47596532534939e+001dB,5.62198926780189e+001°)	(-4.14378409478338e+001dB,5.62198926780189e+001°)
2.14303861047520e+003	(-6.46494696299029e+001dB,5.66072543671210e+001°)	(-4.13276573242428e+001dB,5.66072543671210e+001°)
2.19295639228636e+003	(-6.45374270697892e+001dB,5.69995475703250e+001°)	(-4.12156147641291e+001dB,5.69995475703250e+001°)
2.24403690860391e+003	(-6.44235099106937e+001dB,5.73963394983518e+001°)	(-4.11016976050337e+001dB,5.73963394983518e+001°)
2.29630724299375e+003	(-6.43077055664773e+001dB,5.77971978223076e+001°)	(-4.09858932608172e+001dB,5.77971978223076e+001°)
2.34979510987905e+003	(-6.41900044912479e+001dB,5.82016917406645e+001°)	(-4.08681921855878e+001dB,5.82016917406645e+001°)
2.40452886923481e+003	(-6.40704001330189e+001dB,5.86093930220235e+001°)	(-4.07485878273588e+001dB,5.86093930220235e+001°)
2.46053754162475e+003	(-6.39488888774363e+001dB,5.90198770183575e+001°)	(-4.06270765717762e+001dB,5.90198770183575e+001°)
2.51785082358832e+003	(-6.38254699819911e+001dB,5.94327236436737e+001°)	(-4.05036576763311e+001dB,5.94327236436737e+001°)
2.57649910338625e+003	(-6.37001455012073e+001dB,5.98475183133324e+001°)	(-4.03783331955472e+001dB,5.98475183133324e+001°)
2.63651347711280e+003	(-6.35729202033611e+001dB,6.02638528396171e+001°)	(-4.02511078977010e+001dB,6.02638528396171e+001°)
2.69792576518329e+003	(-6.34438014793501e+001dB,6.06813262795465e+001°)	(-4.01219891736900e+001dB,6.06813262795465e+001°)
2.76076852920575e+003	(-6.33127992443798e+001dB,6.10995457313653e+001°)	(-3.99909869387198e+001dB,6.10995457313653e+001°)
2.82507508924549e+003	(-6.31799258331818e+001dB,6.15181270766204e+001°)	(-3.98581135275217e+001dB,6.15181270766204e+001°)
2.89087954149184e+003	(-6.30451958895104e+001dB,6.19366956652297e+001°)	(-3.97233835838503e+001dB,6.19366956652297e+001°)
2.95821677633640e+003	(-6.29086262506922e+001dB,6.23548869414655e+001°)	(-3.95868139450321e+001dB,6.23548869414655e+001°)
3.02712249687240e+003	(-6.27702358280173e+001dB,6.27723470092962e+001°)	(-3.94484235223572e+001dB,6.27723470092962e+001°)
3.09763323782494e+003	(-6.26300454837700e+001dB,6.31887331360544e+001°)	(-3.93082331781099e+001dB,6.31887331360544e+001°)
3.16978638492221e+003	(-6.24880779056929e+001dB,6.36037141939163e+001°)	(-3.91662656000329e+001dB,6.36037141939163e+001°)
3.24362019471784e+003	(-6.23443574796704e+001dB,6.40169710391745e+001°)	(-3.90225451740103e+001dB,6.40169710391746e+001°)
3.31917381487510e+003	(-6.21989101613962e+001dB,6.44281968297734e+001°)	(-3.88770978557362e+001dB,6.44281968297734e+001°)
3.39648730492347e+003	(-6.20517633477680e+001dB,6.48370972820214e+001°)	(-3.87299510421079e+001dB,6.48370972820214e+001°)
3.47560165749873e+003	(-6.19029457487148e+001dB,6.52433908678231e+001°)	(-3.85811334430547e+001dB,6.52433908678231e+001°)
3.55655882007782e+003	(-6.17524872601302e+001dB,6.56468089541560e+001°)	(-3.84306749544701e+001dB,6.56468089541560e+001°)
3.63940171721994e+003	(-6.16004188385378e+001dB,6.60470958868640e+001°)	(-3.82786065328777e+001dB,6.60470958868640e+001°)
3.72417427332571e+003	(-6.14467723780695e+001dB,6.64440090211463e+001°)	(-3.81249600724094e+001dB,6.64440090211463e+001°)
3.81092143592647e+003	(-6.12915805902887e+001dB,6.68373187013826e+001°)	(-3.79697682846286e+001dB,6.68373187013826e+001°)
3.89968919951606e+003	(-6.11348768873363e+001dB,6.72268081931548e+001°)	(-3.78130645816762e+001dB,6.72268081931548e+001°)
3.99052462993773e+003	(-6.09766952688251e+001dB,6.76122735705030e+001°)	(-3.76548829631650e+001dB,6.76122735705030e+001°)
4.08347588933903e+003	(-6.08170702128543e+001dB,6.79935235615874e+001°)	(-3.74952579071943e+001dB,6.79935235615874e+001°)
4.17859226170805e+003	(-6.06560365714607e+001dB,6.83703793560221e+001°)	(-3.73342242658006e+001dB,6.83703793560221e+001°)
4.27592417900444e+003	(-6.04936294707714e+001dB,6.87426743772023e+001°)	(-3.71718171651113e+001dB,6.87426743772024e+001°)
4.37552324789908e+003	(-6.03298842160706e+001dB,6.91102540229655e+001°)	(-3.70080719104105e+001dB,6.91102540229655e+001°)
4.47744227713665e+003	(-6.01648362019442e+001dB,6.94729753779135e+001°)	(-3.68430238962841e+001dB,6.94729753779135e+001°)
4.58173530553552e+003	(-5.99985208276163e+001dB,6.98307069006786e+001°)	(-3.66767085219562e+001dB,6.98307069006786e+001°)
4.68845763063981e+003	(-5.98309734175512e+001dB,7.01833280893454e+001°)	(-3.65091611118912e+001dB,7.01833280893454e+001°)
4.79766583803895e+003	(-5.96622291473495e+001dB,7.05307291281443e+001°)	(-3.63404168416894e+001dB,7.05307291281443e+001°)
4.90941783137003e+003	(-5.94923229749295e+001dB,7.08728105184207e+001°)	(-3.61705106692694e+001dB,7.08728105184207e+001°)
5.02377286301913e+003	(-5.93212895769537e+001dB,7.12094826967480e+001°)	(-3.59994772712936e+001dB,7.12094826967480e+001°)
5.14079156553769e+003	(-5.91491632904220e+001dB,7.15406656429083e+001°)	(-3.58273509847619e+001dB,7.15406656429083e+001°)
5.26053598379073e+003	(-5.89759780593333e+001dB,7.18662884803090e+001°)	(-3.56541657536732e+001dB,7.18662884803090e+001°)
5.38306960785379e+003	(-5.88017673862869e+001dB,7.21862890712367e+001°)	(-3.54799550806268e+001dB,7.21862890712367e+001°)
5.50845740667629e+003	(-5.86265642888762e+001dB,7.25006136091800e+001°)	(-3.53047519832161e+001dB,7.25006136091800e+001°)
5.63676586252887e+003	(-5.84504012607109e+001dB,7.28092162102816e+001°)	(-3.51285889550508e+001dB,7.28092162102816e+001°)
5.76806300625317e+003	(-5.82733102368859e+001dB,7.31120585058042e+001°)	(-3.49514979312259e+001dB,7.31120585058042e+001°)
5.90241845333273e+003	(-5.80953225637070e+001dB,7.34091092373234e+001°)	(-3.47735102580469e+001dB,7.34091092373234e+001°)
6.03990344080399e+003	(-5.79164689724705e+001dB,7.37003438561907e+001°)	(-3.45946566668104e+001dB,7.37003438561907e+001°)
6.18059086502713e+003	(-5.77367795570929e+001dB,7.39857441286457e+001°)	(-3.44149672514328e+001dB,7.39857441286457e+001°)
6.32455532033671e+003	(-5.75562837553751e+001dB,7.42652977477945e+001°)	(-3.42344714497150e+001dB,7.42652977477945e+001°)
6.47187313859252e+003	(-5.73750103336917e+001dB,7.45389979535216e+001°)	(-3.40531980280316e+001dB,7.45389979535216e+001°)
6.62262242965177e+003	(-5.71929873748893e+001dB,7.48068431612536e+001°)	(-3.38711750692292e+001dB,7.48068431612536e+001°)
6.77688312278400e+003	(-5.70102422691825e+001dB,7.50688366003585e+001°)	(-3.36884299635225e+001dB,7.50688366003585e+001°)
6.93473700905058e+003	(-5.68268017078390e+001dB,7.53249859628318e+001°)	(-3.35049894021789e+001dB,7.53249859628318e+001°)
7.09626778467146e+003	(-5.66426916794474e+001dB,7.55753030628036e+001°)	(-3.33208793737873e+001dB,7.55753030628036e+001°)
7.26156109540197e+003	(-5.64579374685705e+001dB,7.58198035072856e+001°)	(-3.31361251629104e+001dB,7.58198035072856e+001°)
7.43070458194339e+003	(-5.62725636565881e+001dB,7.60585063784772e+001°)	(-3.29507513509280e+001dB,7.60585063784772e+001°)
7.60378792641117e+003	(-5.60865941245446e+001dB,7.62914339278523e+001°)	(-3.27647818188845e+001dB,7.62914339278523e+001°)
7.78090289988555e+003	(-5.59000520578223e+001dB,7.65186112821665e+001°)	(-3.25782397521622e+001dB,7.65186112821665e+001°)
7.96214341106988e+003	(-5.57129599524683e+001dB,7.67400661614431e+001°)	(-3.23911476468083e+001dB,7.67400661614431e+001°)
8.14760555608219e+003	(-5.55253396230147e+001dB,7.69558286089305e+001°)	(-3.22035273173546e+001dB,7.69558286089305e+001°)
8.33738766940664e+003	(-5.53372122116351e+001dB,7.71659307329585e+001°)	(-3.20153999059750e+001dB,7.71659307329585e+001°)
